internalTaxonId,suborder,family,genus,species_name,species_iucn,species_tree,species_phylacine,authority,risk,yearPublished,assessmentDate,population_trend,hemisphere,realm,continent,cave_use,roost_pref,hib_study,WNS,detected,WNS_declining,Pd_load_ug_cm2,Pd_load_ng_mm2_forearm_length,log10_Pd_load,lesion.count_cm2,source,links,,,
14206,Yangochiroptera,Vespertilionidae,Myotis,thysanodes,Myotis thysanodes,Myotis_thysanodes,Myotis_thysanodes,"Miller, 1897",Least Concern,2017,2016-08-29 00:00:00 UTC,Stable,Northern,Nearctic|Neotropical,North America,yes,caves,yes,positive,yes,no,,,,,"Geiser and Baudinette 1990; Harvey et al. 2011; Magalha_s and Costa 2009; Mendes 2011; Jones et al., 2009; Smith et al. 2003; Zukal et al. 2014; Alston et al 2021",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0097224#s2,,,
14207,Yangochiroptera,Vespertilionidae,Myotis,tricolor,Myotis tricolor,Myotis_tricolor,Myotis_tricolor,"(Temminck, 1832)",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,yes,caves,,,,,,,,,"Mendes 2011; Monadjem et al. 2013; Jones et al., 2009; Smith et al. 2003; Monadjem et al. 2022; Taylor et al 1999",,,,
14208,Yangochiroptera,Vespertilionidae,Myotis,velifer,Myotis velifer,Myotis_velifer,Myotis_velifer,"(J.A. Allen, 1890)",Least Concern,2019,2018-06-18 00:00:00 UTC,Stable,Northern,Nearctic|Neotropical,North America,yes,caves,yes,positive,yes,no,,,,,"Dumont 1995; Harvey et al. 2011; Magalha_s and Costa 2009; Jones et al., 2009; Smith et al. 2003; Zukal et al. 2014; Tinkle and Patterson (1965), Riedesel and Williams (1976)",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0097224#s2,,,
14209,Yangochiroptera,Vespertilionidae,Myotis,vivesi,Myotis vivesi,,Myotis_vivesi,"Ménègaux, 1901",Vulnerable,2016,2015-06-19 00:00:00 UTC,Decreasing,Northern,Nearctic,North America,yes,caves,,,,,,,,,"Mendes 2011; Magalha_s and Costa 2009; Jones et al., 2009; Smith et al. 2003; Salinas, Herrera, Flores-Mart<ed>nez, and Johnston (2014)",,,,
14210,Yangochiroptera,Vespertilionidae,Myotis,volans,Myotis volans,Myotis_volans,Myotis_volans,"(H. Allen, 1866)",Least Concern,2019,2018-06-18 00:00:00 UTC,Stable,Northern,Nearctic,North America,yes,broad,yes,positive,yes,no,,,,,Harvey et al. 2011; Magalha_s and Costa 2009; Swartz et al. 2003; Zukal et al. 2014,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0097224#s2,,,
85736011,Yangochiroptera,Vespertilionidae,Myotis,weberi,Myotis weberi,,,"Jentink, 1890",Data Deficient,2021,2020-12-13 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,no,,,,,,,,,,,,,,
14211,Yangochiroptera,Vespertilionidae,Myotis,welwitschii,Myotis welwitschii,Myotis_welwitschii,Myotis_welwitschii,"(Gray, 1866)",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,yes,broad,,,,,,,,,"Mendes 2011; Monadjem et al. 2013; Jones et al., 2009; Smith et al. 2003; Monadjem et al. 2021",,,,
29484,Yangochiroptera,Vespertilionidae,Myotis,yanbarensis,Myotis yanbarensis,Myotis_yanbarensis,Myotis_yanbarensis,"Maeda &amp; Matsumura, 1998",Critically Endangered,2019,2018-07-23 00:00:00 UTC,Decreasing,Northern,Indomalayan,Asia,no,,,,,,,,,,,,,,
14213,Yangochiroptera,Vespertilionidae,Myotis,yumanensis,Myotis yumanensis,Myotis_yumanensis,Myotis_yumanensis,"(H. Allen, 1864)",Least Concern,2019,2018-06-27 00:00:00 UTC,Stable,Northern,Nearctic,North America,yes,caves,yes,positive,yes,no,,,,,"Harvey et al. 2011; Magalha_s and Costa 2009; Jones et al., 2009; Smith et al. 2003; Swartz et al. 2003; Zukal et al. 2014",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0097224#s2,,,
14260,Yangochiroptera,Mystacinidae,Mystacina,robusta,Mystacina robusta,,Mystacina_robusta,"Dwyer, 1962",Critically Endangered,2021,2020-10-15 00:00:00 UTC,Unknown,Southern,Australasian,Oceania,yes,broad,,,,,,,,,Boyes 2006,,,,
14261,Yangochiroptera,Mystacinidae,Mystacina,tuberculata,Mystacina tuberculata,Mystacina_tuberculata,Mystacina_tuberculata,"Gray, 1843",Vulnerable,2021,2020-10-15 00:00:00 UTC,Decreasing,Southern,Australasian,Oceania,yes,broad,yes,,,,,,,,"Daniel 1979; Mendes 2011; Jones et al., 2009; Smith et al. 2003   ",,,,
14288,Yangochiroptera,Myzopodidae,Myzopoda,aurita,Myzopoda aurita,Myzopoda_aurita,Myzopoda_aurita,"Milne-Edwards &amp; A. Grandidier, 1878",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,yes,broad,,,,,,,,,Garbutt 2007; Mendes 2011   ,,,,
136465,Yangochiroptera,Myzopodidae,Myzopoda,schliemanni,Myzopoda schliemanni,Myzopoda_schliemanni,Myzopoda_schliemanni,"Goodman, Rakotondraparany &amp; Kofoky, 2007",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,yes,caves,,,,,,,,,Garbutt 2007; Goodman et al. 2006   ,,,,
14333,Yinpterochiroptera,Pteropodidae,Nanonycteris,veldkampii,Nanonycteris veldkampii,Nanonycteris_veldkampii,Nanonycteris_veldkampii,"(Jentink, 1888)",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern,Afrotropical,Africa,no,,,,,,,,,,,,,,
136448,Yangochiroptera,Natalidae,Natalus,espiritosantensis,Natalus espiritosantensis,,Natalus_espiritosantensis,"Ruschi, 1951",Near Threatened,2016,2016-05-23 00:00:00 UTC,Unknown,Northern/Southern,Neotropical,South America,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
136824,Yangochiroptera,Natalidae,Natalus,jamaicensis,Natalus jamaicensis,Natalus_jamaicensis,Natalus_jamaicensis,"Goodwin, 1959",Critically Endangered,2016,2016-01-11 00:00:00 UTC,Decreasing,Northern,Neotropical,North America,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
136548,Yangochiroptera,Natalidae,Natalus,major,Natalus major,Natalus_major,Natalus_major,"Miller, 1902",Near Threatened,2016,2016-05-23 00:00:00 UTC,Decreasing,Northern,Neotropical,North America,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
123984355,Yangochiroptera,Natalidae,Natalus,mexicanus,Natalus mexicanus,,Natalus_mexicanus,"Miller, 1902",Least Concern,2019,2019-02-08 00:00:00 UTC,Stable,Northern,Neotropical,North America,yes,caves,,,,,,,,,Faurby et al. 2018; L<f3>pez-Wilchis et al 2020,,,,
136777,Yangochiroptera,Natalidae,Natalus,primus,Natalus primus,,Natalus_primus,"Anthony, 1919",Vulnerable,2016,2014-10-21 00:00:00 UTC,Decreasing,Northern,Neotropical,North America,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
14360,Yangochiroptera,Natalidae,Natalus,stramineus,Natalus stramineus,Natalus_stramineus,Natalus_stramineus,"Gray, 1838",Least Concern,2016,2016-07-09 00:00:00 UTC,Unknown,Northern,Neotropical,North America,yes,caves,,,,,,,,,"Aguirre 2007; dos Reis et al. 2007; Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
14362,Yangochiroptera,Natalidae,Natalus,tumidirostris,Natalus tumidirostris,Natalus_tumidirostris,Natalus_tumidirostris,"Miller, 1900",Least Concern,2016,2016-07-10 00:00:00 UTC,Unknown,Northern,Neotropical,South America,yes,caves,,,,,,,,,"Mendes 2011; Jones et al., 2009; Smith et al. 2003; Soriano et al. 2002; Genoud et al 1990",,,,
13382,Yangochiroptera,Phyllostomidae,Neonycteris,pusilla,Neonycteris pusilla,,Neonycteris_pusilla,"Sanborn, 1949",Data Deficient,2016,2016-05-20 00:00:00 UTC,Decreasing,Northern,Neotropical,South America,no,,,,,,,,,,,,,,
14560,Yinpterochiroptera,Pteropodidae,Neopteryx,frosti,Neopteryx frosti,,Neopteryx_frosti,"Hayman, 1946",Endangered,2016,2016-06-01 00:00:00 UTC,Decreasing,Southern,Australasian,Asia,no,,,,,,,,,,,,,,
44917,Yangochiroptera,Vespertilionidae,Neoromicia,brunnea,Neoromicia brunnea,Neoromicia_brunneus,Neoromicia_brunnea,"(Thomas, 1880)",Near Threatened,2020,2019-06-22 00:00:00 UTC,Decreasing,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,,,,,
44918,Yangochiroptera,Vespertilionidae,Neoromicia,capensis,Neoromicia capensis,Neoromicia_capensis,Neoromicia_capensis,"(A. Smith, 1829)",Least Concern,2017,2016-08-31 00:00:00 UTC,Stable,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,"Mendes 2011; Monadjem et al. 2013; Jones et al., 2009; Seamark and Brand 2005; Smith et al. 2003; Monadjem et al. 2021; Taylor et al 1999",,,,
44919,Yangochiroptera,Vespertilionidae,Neoromicia,flavescens,Neoromicia flavescens,,Neoromicia_flavescens,"(Seabra, 1900)",Data Deficient,2019,2018-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,,,,,
44920,Yangochiroptera,Vespertilionidae,Neoromicia,guineensis,Neoromicia guineensis,,Neoromicia_guineensis,"(Bocage, 1889)",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern,Afrotropical,Africa,no,,,,,,,,,,,,,,
44921,Yangochiroptera,Vespertilionidae,Neoromicia,helios,Neoromicia helios,,Neoromicia_helios,"(Heller, 1912)",Data Deficient,2019,2018-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,,,,,
95558146,Yangochiroptera,Vespertilionidae,Neoromicia,isabella,Neoromicia isabella,,,"Decher, Huttere &amp; Monadjem, 2015",Data Deficient,2017,2016-04-25 00:00:00 UTC,Unknown,Northern,Afrotropical,Africa,no,,,,,,,,,,,,,,
136820,Yangochiroptera,Vespertilionidae,Neoromicia,malagasyensis,Neoromicia malagasyensis,Neoromicia_somalicus,Neoromicia_malagasyensis,"(Peterson, Eger &amp; Mitchell, 1995)",Vulnerable,2019,2016-04-25 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,no,,,,,,,,,,Garbutt 2007; Goodman et al. 2015; Goodmand and Ranivo 2004,,,,
40033,Yangochiroptera,Vespertilionidae,Neoromicia,matroka,Neoromicia matroka,,Neoromicia_matroka,"(Thomas &amp; Schwann, 1905)",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,no,,,,,,,,,,Garbutt 2007; Goodman et al. 2015; Goodmand and Ranivo 2004,,,,
44922,Yangochiroptera,Vespertilionidae,Neoromicia,melckorum,Neoromicia melckorum,,Neoromicia_melckorum,"(Roberts, 1919)",Data Deficient,2019,2018-08-31 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,no,,,,,,,,,,,,,,
44923,Yangochiroptera,Vespertilionidae,Neoromicia,nana,Neoromicia nana,,Neoromicia_nana,"(Peters, 1852)",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,Monadjem et al. 2021,,,,
44924,Yangochiroptera,Vespertilionidae,Neoromicia,rendalli,Neoromicia rendalli,Neoromicia_rendalli,Neoromicia_rendalli,"(Thomas, 1889)",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,"Mendes 2011; Monadjem et al. 2013; Jones et al., 2009; Smith et al. 2003; Monadjem et al. 2021",,,,
67359364,Yangochiroptera,Vespertilionidae,Neoromicia,robertsi,Neoromicia robertsi,,,"Goodman, Taylor, Ratrimomanarivo &amp; Hoofer, 2012",Data Deficient,2017,2016-05-02 00:00:00 UTC,Stable,Southern,Afrotropical,Africa,no,,,,,,,,,,,,,,
67359375,Yangochiroptera,Vespertilionidae,Neoromicia,roseveari,Neoromicia roseveari,Neoromicia_roseveari,,"Monadjem, Richards, Taylor &amp; Stoffberg, 2013",Endangered,2017,2016-04-25 00:00:00 UTC,Unknown,Northern,Afrotropical,Africa,no,,,,,,,,,,,,,,
44925,Yangochiroptera,Vespertilionidae,Neoromicia,somalica,Neoromicia somalica,,Neoromicia_somalica,"(Thomas, 1901)",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,,,,,
44926,Yangochiroptera,Vespertilionidae,Neoromicia,tenuipinnis,Neoromicia tenuipinnis,Neoromicia_tenuipinnis,Neoromicia_tenuipinnis,"(Peters, 1872)",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,Monadjem et al. 2021; Eisentraut 1956,,,,
44927,Yangochiroptera,Vespertilionidae,Neoromicia,zuluensis,Neoromicia zuluensis,,Neoromicia_zuluensis,"(Roberts, 1924)",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,no,,,,,,,,,,"Mendes 2011; Monadjem et al. 2013, 2021",,,,
14829,Yangochiroptera,Noctilionidae,Noctilio,albiventris,Noctilio albiventris,Noctilio_albiventris,Noctilio_albiventris,"Desmarest, 1818",Least Concern,2015,2015-07-20 00:00:00 UTC,Stable,Northern/Southern,Neotropical,North America/South America,yes,broad,,,,,,,,,"Aguirre 2007; B<87>rquez et al. 1993; dos Reis et al. 2007; Lawlor 1973; Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
14830,Yangochiroptera,Noctilionidae,Noctilio,leporinus,Noctilio leporinus,Noctilio_leporinus,Noctilio_leporinus,"(Linnaeus, 1758)",Least Concern,2015,2015-07-20 00:00:00 UTC,Unknown,Northern/Southern,Neotropical,North America/South America,yes,broad,,,,,,,,,"Aguirre 2007; B<87>rquez et al. 1993; dos Reis et al. 2007; Gannon et al. 2005; Lawlor 1973; Magalha_s and Costa 2009; Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
14876,Yinpterochiroptera,Pteropodidae,Notopteris,macdonaldi,Notopteris macdonaldi,,Notopteris_macdonaldi,"Gray, 1859",Vulnerable,2019,2018-08-31 00:00:00 UTC,Decreasing,Southern,Australasian|Oceanian,Oceania,yes,caves,,,,,,,,,Mendes 2011; Jones et al. 2009; Smith et al. 2003,,,,
136519,Yinpterochiroptera,Pteropodidae,Notopteris,neocaledonica,Notopteris neocaledonica,,Notopteris_neocaledonica,"Trouessart, 1908",Endangered,2019,2018-08-31 00:00:00 UTC,Decreasing,Southern,Australasian,Oceania,yes,caves,,,,,,,,,Tanalgo et al 2022,,,,
14921,Yangochiroptera,Vespertilionidae,Nyctalus,aviator,Nyctalus aviator,Nyctalus_aviator,Nyctalus_aviator,"(Thomas, 1911)",Near Threatened,2019,2018-07-23 00:00:00 UTC,Decreasing,Northern,Palearctic,Asia,no,,,,,,,,,,"Jones et al., 2009*",,,,
14922,Yangochiroptera,Vespertilionidae,Nyctalus,azoreum,Nyctalus azoreum,Nyctalus_azoreum,Nyctalus_azoreum,"(Thomas, 1901)",Vulnerable,2016,2016-04-25 00:00:00 UTC,Decreasing,Northern,Palearctic,Europe,no,,,,,,,,,,Salgueiro et al. 2007,,,,
136765,Yangochiroptera,Vespertilionidae,Nyctalus,furvus,Nyctalus furvus,,Nyctalus_furvus,"Imaizumi &amp; Yoshiyuki, 1968",Endangered,2020,2018-07-05 00:00:00 UTC,Decreasing,Northern,Palearctic,Asia,no,,,,,,,,,,,,,,
14918,Yangochiroptera,Vespertilionidae,Nyctalus,lasiopterus,Nyctalus lasiopterus,Nyctalus_lasiopterus,Nyctalus_lasiopterus,"(Schreber, 1780)",Vulnerable,2016,2016-04-25 00:00:00 UTC,Decreasing,Northern,Palearctic,Europe,yes,broad,,,,,,,,,"Benda et al 2007; Mendes 2011; Jones et al., 2009; Schober and Grimmberger 1997; Smith et al. 2003",,,,
14919,Yangochiroptera,Vespertilionidae,Nyctalus,leisleri,Nyctalus leisleri,Nyctalus_leisleri,Nyctalus_leisleri,"(Kuhl, 1817)",Least Concern,2016,2016-04-25 00:00:00 UTC,Unknown,Northern,Palearctic,Europe,yes,broad,,,,,,,,,"Benda et al 2007; Magalha_s and Costa 2009; Mendes 2011; Jones et al., 2009; Schober and Grimmberger 1997; Smith et al. 2003",,,,
14923,Yangochiroptera,Vespertilionidae,Nyctalus,montanus,Nyctalus montanus,,Nyctalus_montanus,"(Barrett-Hamilton, 1906)",Least Concern,2019,2018-08-31 00:00:00 UTC,Decreasing,Northern,Indomalayan,Asia,no,,,,,,,,,,,,,,
14920,Yangochiroptera,Vespertilionidae,Nyctalus,noctula,Nyctalus noctula,Nyctalus_noctula,Nyctalus_noctula,"(Schreber, 1774)",Least Concern,2016,2016-04-25 00:00:00 UTC,Unknown,Northern,Palearctic,Europe,yes,caves,yes,negative,no,,,,,,"Geiser and Baudinette 1990; Magalha_s and Costa 2009; Jones et al., 2009; Schober and Grimmberger 1997; Smith et al. 2003; Zukal et al. 2014",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0097224#s2,,,
136828,Yangochiroptera,Vespertilionidae,Nyctalus,plancyi,Nyctalus plancyi,Nyctalus_plancyi,Nyctalus_plancyi,"Gerbe, 1880",Least Concern,2020,2018-09-01 00:00:00 UTC,Unknown,Northern,Indomalayan|Palearctic,Asia,yes,broad,,,,,,,,,Heaney et al. 2012,,,,
14926,Yangochiroptera,Nycteridae,Nycteris,arge,Nycteris arge,Nycteris_arge,Nycteris_arge,"Thomas, 1903",Least Concern,2017,2016-08-31 00:00:00 UTC,Stable,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,"Mendes 2011; Monadjem et al. 2013; Jones et al., 2009; Smith et al. 2003; Monadjem et al. 2021",,,,
14927,Yangochiroptera,Nycteridae,Nycteris,aurita,Nycteris aurita,,Nycteris_aurita,"(K. Andersen, 1912)",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,,,,,
14928,Yangochiroptera,Nycteridae,Nycteris,gambiensis,Nycteris gambiensis,,Nycteris_gambiensis,"(K. Andersen, 1912)",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern,Afrotropical,Africa,yes,broad,,,,,,,,,Faurby et al. 2018,,,,
14929,Yangochiroptera,Nycteridae,Nycteris,grandis,Nycteris grandis,Nycteris_grandis,Nycteris_grandis,"Peters, 1865",Least Concern,2017,2016-08-31 00:00:00 UTC,Decreasing,Northern/Southern,Afrotropical,Africa,yes,broad,,,,,,,,,"Mendes 2011; Monadjem et al. 2013; Jones et al., 2009; Smith et al. 2003; Monadjem et al. 2021",,,,
14930,Yangochiroptera,Nycteridae,Nycteris,hispida,Nycteris hispida,Nycteris_hispida,Nycteris_hispida,"(Schreber, 1775)",Least Concern,2017,2016-08-31 00:00:00 UTC,Stable,Northern/Southern,Afrotropical,Africa,yes,broad,,,,,,,,,"Mendes 2011; Monadjem et al. 2013; Jones et al., 2009; Smith et al. 2003; Monadjem et al. 2021",,,,
14931,Yangochiroptera,Nycteridae,Nycteris,intermedia,Nycteris intermedia,,Nycteris_intermedia,"Aellen, 1959",Least Concern,2017,2016-08-31 00:00:00 UTC,Decreasing,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,Monadjem et al. 2021,,,,
14932,Yangochiroptera,Nycteridae,Nycteris,javanica,Nycteris javanica,Nycteris_javanica,Nycteris_javanica,"É. Geoffroy, 1813",Vulnerable,2021,2021-02-20 00:00:00 UTC,Decreasing,Northern,Australasian|Indomalayan,Asia,yes,broad,,,,,,,,,"Francis 1989; Mendes 2011; Jones et al., 2009; Smith et al. 2003   ",,,,
14933,Yangochiroptera,Nycteridae,Nycteris,macrotis,Nycteris macrotis,Nycteris_macrotis,Nycteris_macrotis,"Dobson, 1876",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,yes,broad,,,,,,,,,"Mendes 2011; Monadjem et al. 2013; Jones et al., 2009; Smith et al. 2003; Monadjem et al. 2021",,,,
40022,Yangochiroptera,Nycteridae,Nycteris,madagascariensis,Nycteris madagascariensis,,Nycteris_madagascariensis,"G. Grandidier, 1937",Data Deficient,2019,2018-08-31 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,no,,,,,,,,,,,,,,
14934,Yangochiroptera,Nycteridae,Nycteris,major,Nycteris major,,Nycteris_major,"(K. Andersen, 1912)",Data Deficient,2019,2018-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,Monadjem et al. 2021,,,,
14935,Yangochiroptera,Nycteridae,Nycteris,nana,Nycteris nana,,Nycteris_nana,"(K. Andersen, 1912)",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,Monadjem et al. 2021,,,,
44695,Yangochiroptera,Nycteridae,Nycteris,parisii,Nycteris parisii,,Nycteris_parisii,"De Beaux, 1924",Data Deficient,2019,2018-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,,,,,
14936,Yangochiroptera,Nycteridae,Nycteris,thebaica,Nycteris thebaica,Nycteris_thebaica,Nycteris_thebaica,"É. Geoffroy, 1818",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical|Palearctic,Africa,yes,caves,yes,,,,,,,,"Mendes 2011; Monadjem et al. 2013; Jones et al., 2009; Smith et al. 2003; Monadjem et al. 2021; Cory Toussaint, Brigham and McKechnie 2013",,,,
14937,Yangochiroptera,Nycteridae,Nycteris,tragata,Nycteris tragata,Nycteris_tragata,Nycteris_tragata,"(K. Andersen, 1912)",Near Threatened,2020,2018-08-03 00:00:00 UTC,Decreasing,Northern/Southern,Indomalayan,Asia,yes,broad,,,,,,,,,"Tingga et al. 2012; Mendes 2011; Jones et al., 2009; Smith et al. 2003   ",,,,
44696,Yangochiroptera,Nycteridae,Nycteris,vinsoni,Nycteris vinsoni,,Nycteris_vinsoni,"Dalquest, 1965",Data Deficient,2019,2018-08-31 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,no,,,,,,,,,,,,,,
14939,Yangochiroptera,Nycteridae,Nycteris,woodi,Nycteris woodi,,Nycteris_woodi,"K. Andersen, 1914",Least Concern,2017,2016-08-31 00:00:00 UTC,Decreasing,Southern,Afrotropical,Africa,yes,broad,,,,,,,,,Monadjem et al. 2021,,,,
41533,Yangochiroptera,Vespertilionidae,Nycticeinops,schlieffeni,Nycticeinops schlieffeni,Nycticeinops_schlieffeni,Nycticeinops_schlieffeni,"(Peters, 1859)",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical|Palearctic,Africa,no,,,,,,,,,,"Mendes 2011; Monadjem et al. 2013; Jones et al., 2009; Smith et al. 2003; Monadjem et al. 2021",,,,
136562,Yangochiroptera,Vespertilionidae,Nycticeius,aenobarbus,Nycticeius aenobarbus,,,"Temminck, 1840",Data Deficient,2008,2008-06-30 00:00:00 UTC,Unknown,,,,no,,,,,,,,,,,,,,
136386,Yangochiroptera,Vespertilionidae,Nycticeius,cubanus,Nycticeius cubanus,,Nycticeius_cubanus,"Gundlach, 1861",Near Threatened,2018,2018-02-02 00:00:00 UTC,Unknown,Northern,Neotropical,North America,no,,,,,,,,,,,,,,
14944,Yangochiroptera,Vespertilionidae,Nycticeius,humeralis,Nycticeius humeralis,Nycticeius_humeralis,Nycticeius_humeralis,"(Rafinesque, 1818)",Least Concern,2019,2018-06-28 00:00:00 UTC,Stable,Northern,Nearctic,North America,yes,broad,yes,negative,no,,,,,,"Harvey et al. 2011; Magalha_s and Costa 2009; Mendes 2011; Jones et al., 2009; Silva Taboada 1979; Smith et al. 2003; Zukal et al. 2014",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0097224#s2,,,
14358,Yangochiroptera,Natalidae,Nyctiellus,lepidus,Nyctiellus lepidus,Nyctiellus_lepidus,Nyctiellus_lepidus,"(Gervais, 1837)",Least Concern,2016,2016-07-09 00:00:00 UTC,Unknown,Northern,Neotropical,North America,yes,caves,,,,,,,,,Silva Taboada 1979; Tejedor 2011   ,,,,
14954,Yinpterochiroptera,Pteropodidae,Nyctimene,aello,Nyctimene aello,Nyctimene_aello,Nyctimene_aello,"(Thomas, 1900)",Least Concern,2021,2020-11-22 00:00:00 UTC,Stable,Southern,Australasian,Oceania,no,,,,,,,,,,,,,,
14962,Yinpterochiroptera,Pteropodidae,Nyctimene,albiventer,Nyctimene albiventer,Nyctimene_albiventer,Nyctimene_albiventer,"(Gray, 1863)",Least Concern,2021,2016-03-10 00:00:00 UTC,Stable,Southern,Australasian,Oceania,no,,,,,,,,,,"Bonaccorso 1998; Geiser and Baudinette 1990; Mendes 2011; Jones et al. 2009; Smith et al. 2003; Bartholomew, Dawson, and Lasiewski (1970)",,,,
14963,Yinpterochiroptera,Pteropodidae,Nyctimene,cephalotes,Nyctimene cephalotes,Nyctimene_cephalotes,Nyctimene_cephalotes,"(Pallas, 1767)",Least Concern,2016,2016-01-18 00:00:00 UTC,Unknown,Southern,Australasian,Asia,no,,,,,,,,,,Bonaccorso 1998; Mendes 2011; Jones et al. 2009; Smith et al. 2003; Churchill 1998,,,,
14964,Yinpterochiroptera,Pteropodidae,Nyctimene,certans,Nyctimene certans,Nyctimene_certans,Nyctimene_certans,"Andersen, 1912",Least Concern,2021,2020-11-22 00:00:00 UTC,Stable,Southern,Australasian,Oceania,no,,,,,,,,,,Mendes 2011; Jones et al. 2009; Smith et al. 2003,,,,
14955,Yinpterochiroptera,Pteropodidae,Nyctimene,cyclotis,Nyctimene cyclotis,,Nyctimene_cyclotis,"Andersen, 1910",Data Deficient,2021,2020-11-22 00:00:00 UTC,Unknown,Southern,Australasian,Asia,no,,,,,,,,,,McNab & Bonaccorso 2021,,,,
14956,Yinpterochiroptera,Pteropodidae,Nyctimene,draconilla,Nyctimene draconilla,,Nyctimene_draconilla,"Thomas, 1922",Data Deficient,2021,2020-11-22 00:00:00 UTC,Unknown,Southern,Australasian,Oceania,no,,,,,,,,,,,,,,
136441,Yinpterochiroptera,Pteropodidae,Nyctimene,keasti,Nyctimene keasti,,Nyctimene_keasti,"Kitchener in Kitchener, Packer &amp; Maryanto, 1993",Near Threatened,2020,2020-03-01 00:00:00 UTC,Decreasing,Southern,Australasian,Oceania,no,,,,,,,,,,,,,,
14965,Yinpterochiroptera,Pteropodidae,Nyctimene,major,Nyctimene major,Nyctimene_major,Nyctimene_major,"(Dobson, 1877)",Least Concern,2020,2019-07-10 00:00:00 UTC,Unknown,Southern,Australasian,Oceania,no,,,,,,,,,,Bonaccorso 1998; Mendes 2011; Jones et al. 2009; Smith et al. 2003; Bartholomew et al. (1970),,,,
14958,Yinpterochiroptera,Pteropodidae,Nyctimene,malaitensis,Nyctimene malaitensis,,Nyctimene_malaitensis,"Phillips, 1968",Least Concern,2017,2016-06-13 00:00:00 UTC,Unknown,Southern,Australasian,Oceania,no,,,,,,,,,,,,,,
14959,Yinpterochiroptera,Pteropodidae,Nyctimene,masalai,Nyctimene masalai,,Nyctimene_masalai,"Smith &amp; Hood, 1983",Data Deficient,2020,2019-06-10 00:00:00 UTC,Unknown,Southern,Australasian,Oceania,no,,,,,,,,,,,,,,
14960,Yinpterochiroptera,Pteropodidae,Nyctimene,minutus,Nyctimene minutus,,Nyctimene_minutus,"K. Andersen, 1910",Vulnerable,2021,2020-11-25 00:00:00 UTC,Decreasing,Southern,Australasian,Asia,no,,,,,,,,,,,,,,
